#SampleID	Station	OLD_DATE_TIME	OldDepth	qPCR ct	CollectionAgency	sequencing_ID	TrimCount	TotalDepth	PctTotalDepth	WaterColumnPosition	cruise_id	SampleDate	Depth	PHEO	TN	TP	CHLA	DOP	DON	NH4F	NO2F	NO3F	PC	PO4F	DO	PH	SALINITY	WTEMP	LinearTime	DayLength	FallPeak	SpringPeak	Discharge_Rappahannock-instant	Discharge_Rappahannock-15	Discharge_Rappahannock-30	Discharge_Rappahannock-60	Discharge_Potomac-instant	Discharge_Potomac-15	Discharge_Potomac-30	Discharge_Potomac-60	Discharge_Susquehanna-instant	Discharge_Susquehanna-15	Discharge_Susquehanna-30	Discharge_Susquehanna-60	interpolated_CHLA-instant	interpolated_CHLA-15	interpolated_CHLA-30	interpolated_CHLA-60	measurement_PAR-instant	measurement_PAR-15	measurement_PAR-30	measurement_PAR-60	WIND_RATIO_BWI-instant	WIND_RATIO_BWI-15	WIND_RATIO_BWI-30	WIND_RATIO_BWI-60	PRECIP24HR_BWI-instant	PRECIP24HR_BWI-15	PRECIP24HR_BWI-30	PRECIP24HR_BWI-60	Discharge_Sum-instant	Discharge_Sum-15	Discharge_Sum-30	Discharge_Sum-60	Latitude	Longitude
SB041117TAWCSCB71D20BR1TR1I306	CB7.1	4/11/17	1		ODU	e_15_1	203390	17	0.088235294	upper	18	4/10/17 0:00	1.5	0.38448	0.2948	0.0157	3.204	0.0048	0.19975	0.0038	0.0002	0.0001	0.68568	0.0009	9.81	8.15	19.485	12.51	1.30303653	0.327104935	-0.944988022	0.944988022	1781.458333	37392.47917	54054.6635	72089.47764	20142.70833	285957.1875	434848.2662	646080.6515	143833.3333	1796306.25	2435173.871	4111946.034	19.07662634	198.2479454	339.0589422	605.9556974	51.52135086	516.768961	1060.828865	1917.856959	4.683848797	32.3918198	48.90752052	212.8519669	0	10.15	15.66	20.25	165757.5	2119655.917	2924076.801	4830116.163	37.68346	-75.98966
SB041117TAWCSCB71D20BR2TR1I315	CB7.1	4/11/17	20		ODU	e_15_1	76769	17	0.852941176	lower	18	4/10/17 0:00	14.5	0.40584	0.3208	0.022	5.874	0.0059	0.19755	0.0038	0.0002	0.0001	0.77268	0.0009	8.6375	8.03	20.815	11.6195	1.30303653	0.327104935	-0.944988022	0.944988022	1781.458333	37392.47917	54054.6635	72089.47764	20142.70833	285957.1875	434848.2662	646080.6515	143833.3333	1796306.25	2435173.871	4111946.034	19.07662634	198.2479454	339.0589422	605.9556974	51.52135086	516.768961	1060.828865	1917.856959	4.683848797	32.3918198	48.90752052	212.8519669	0	10.15	15.66	20.25	165757.5	2119655.917	2924076.801	4830116.163	37.68346	-75.98966
SB041117TAWCSCB72D20BR1TR1I307	CB7.2	4/11/17	1		ODU	e_15_1	65766	22	0.068181818	upper	18	4/10/17 0:00	1.5	0.332	0.2973	0.0136	2.67	0.0043	0.22615	0.0038	0.0003	0	0.48662	0.0009	9.75	8.145	20.76	12.5725	1.302840563	0.325941129	-0.945390068	0.945390068	1781.458333	37392.47917	54054.6635	72089.47764	20142.70833	285957.1875	434848.2662	646080.6515	143833.3333	1796306.25	2435173.871	4111946.034	19.07662634	198.2479454	339.0589422	605.9556974	51.52135086	516.768961	1060.828865	1917.856959	4.683848797	32.3918198	48.90752052	212.8519669	0	10.15	15.66	20.25	165757.5	2119655.917	2924076.801	4830116.163	37.41153	-76.07966
SB041117TAWCSCB72D20BR1TR1I316	CB7.2	4/11/17	20		ODU	e_15_1	174828	22	0.863636364	lower	18	4/10/17 0:00	19	0.93984	0.2691	0.0267	3.8448	0.0049	0.17	0.0038	0.0005	-0.0001	0.63039	0.0029	8.463333333	8.066666667	23.87333333	11.65766667	1.302840563	0.325941129	-0.945390068	0.945390068	1781.458333	37392.47917	54054.6635	72089.47764	20142.70833	285957.1875	434848.2662	646080.6515	143833.3333	1796306.25	2435173.871	4111946.034	19.07662634	198.2479454	339.0589422	605.9556974	51.52135086	516.768961	1060.828865	1917.856959	4.683848797	32.3918198	48.90752052	212.8519669	0	10.15	15.66	20.25	165757.5	2119655.917	2924076.801	4830116.163	37.41153	-76.07966
SB041117TAWCSCB73D12BR1TR1I308	CB7.3	4/11/17	1		ODU	e_15_1	102692	13	0.115384615	upper	18	4/10/17 0:00	1.5	0.332	0.2132	0.0143	2.136	0.005	0.15845	0.0038	0.0002	0.0001	0.35372	0.0009	9.405	8.095	23.645	12.099	1.302572298	0.324347157	-0.945938117	0.945938117	1781.458333	37392.47917	54054.6635	72089.47764	20142.70833	285957.1875	434848.2662	646080.6515	143833.3333	1796306.25	2435173.871	4111946.034	19.07662634	198.2479454	339.0589422	605.9556974	51.52135086	516.768961	1060.828865	1917.856959	4.683848797	32.3918198	48.90752052	212.8519669	0	10.15	15.66	20.25	165757.5	2119655.917	2924076.801	4830116.163	37.11681	-76.12521
SB041117TAWCSCB73D12BR1TR1I317	CB7.3	4/11/17	12		ODU	e_15_1	157877	13	0.846153846	lower	18	4/10/17 0:00	11	0.35244	0.2214	0.0179	2.5632	0.0061	0.14245	0.0038	0.0002	0.0001	0.4798	0.0013	9.006666667	8.076666667	25.44	11.878	1.302572298	0.324347157	-0.945938117	0.945938117	1781.458333	37392.47917	54054.6635	72089.47764	20142.70833	285957.1875	434848.2662	646080.6515	143833.3333	1796306.25	2435173.871	4111946.034	19.07662634	198.2479454	339.0589422	605.9556974	51.52135086	516.768961	1060.828865	1917.856959	4.683848797	32.3918198	48.90752052	212.8519669	0	10.15	15.66	20.25	165757.5	2119655.917	2924076.801	4830116.163	37.11681	-76.12521
SB050817TAWCSCB33CD5BR1TR1I320	CB3.3C	5/8/17	1		DNR	e_15_1	230425	25.5	0.045751634	upper	19	5/10/17 0:00	1.166666667	2.606	1.027	0.0322	9.505	0.0048	0.2715	0.0145	0.006	0.553	1.215	0.00185	10.23333333	8.366666667	3.14	16.73333333	1.385186454	0.750885296	-0.66043264	0.66043264	2963.125	59515.20833	78042.14583	132096.8093	26667.70833	374922.3958	523575.9375	958424.2037	117645.8333	1282657.757	2304574.424	4739748.295	17.17043205	242.0175217	671.978702	1011.037644	54.01202011	573.9599609	1160.166953	2220.995818	2.884353741	41.82601407	75.73517312	124.6426936	0	6.4	11	26.66	147276.6667	1717095.361	2906192.507	5830269.308	38.99596	-76.35967
SB050817TAWCSCB33CD24BR1TR1I325	CB3.3C	5/8/17	24		DNR	e_15_1	68316	25.5	0.888888889	lower	19	5/10/17 0:00	22.66666667	3.5565	0.767	0.0284	5.34	0.00705	0.2985	0.227	0.0063	0.1032	0.735	0.0027	1.1	7.1	15.81333333	12.6	1.385186454	0.750885296	-0.66043264	0.66043264	2963.125	59515.20833	78042.14583	132096.8093	26667.70833	374922.3958	523575.9375	958424.2037	117645.8333	1282657.757	2304574.424	4739748.295	17.17043205	242.0175217	671.978702	1011.037644	54.01202011	573.9599609	1160.166953	2220.995818	2.884353741	41.82601407	75.73517312	124.6426936	0	6.4	11	26.66	147276.6667	1717095.361	2906192.507	5830269.308	38.99596	-76.35967
SB050817TAWCSCB53D5BR1TR1I318	CB5.3	5/8/17	1		DNR	e_15_1	123444	27	0.043209877	upper	19	5/9/17 0:00	1.166666667	0.74	0.546	0.0182	7.476	0.0066	0.144	0.035	0.0044	0.1966	0.904	0.003	8.866666667	8.1	14.73	17.1	1.381946347	0.737285413	-0.675581394	0.675581394	3760.104167	58468.54167	76860.47917	129649.976	36304.16667	356700.625	517050.9375	937997.4329	150583.3333	1244143.174	2330761.924	4675385.795	18.09313774	247.847121	673.8848963	1003.721311	59.11375046	548.5164909	1157.676284	2206.714454	2.646258503	39.37572301	77.53466817	122.4556139	0	6.8	11	27.05	190647.6042	1659312.34	2924673.34	5743033.204	37.91011	-76.17137
SB050817TAWCSCB53D25BR2TR1I333	CB5.3	5/8/17	25		DNR	e_15_1	162463	27	0.87962963	lower	19	5/9/17 0:00	23.75		0.506	0.0211		0.0089	0.2765	0.117	0.0063	0.0202	0.447	0.0031	5.15	7.6	19.5025	16.75	1.381946347	0.737285413	-0.675581394	0.675581394	3760.104167	58468.54167	76860.47917	129649.976	36304.16667	356700.625	517050.9375	937997.4329	150583.3333	1244143.174	2330761.924	4675385.795	18.09313774	247.847121	673.8848963	1003.721311	59.11375046	548.5164909	1157.676284	2206.714454	2.646258503	39.37572301	77.53466817	122.4556139	0	6.8	11	27.05	190647.6042	1659312.34	2924673.34	5743033.204	37.91011	-76.17137
SB050817TAWCSCB54D25BR1TR1I334	CB5.4	5/8/17	1		ODU	e_15_1	95714	33	0.045454545	upper	19	5/9/17 0:00	1.5	0.332	0.3831	0.0174	6.942	0.0024	0.2185	0.0057	0.0027	0.0326	0.72324	0.0047	8.64	8.165	15.645	17.2735	1.381807458	0.736695576	-0.67622454	0.67622454	3760.104167	58468.54167	76860.47917	129649.976	36304.16667	356700.625	517050.9375	937997.4329	150583.3333	1244143.174	2330761.924	4675385.795	18.09313774	247.847121	673.8848963	1003.721311	59.11375046	548.5164909	1157.676284	2206.714454	2.646258503	39.37572301	77.53466817	122.4556139	0	6.8	11	27.05	190647.6042	1659312.34	2924673.34	5743033.204	37.80013	-76.17466
SB050817TAWCSCB54D25BR1TR1I343	CB5.4	5/8/17	25		ODU	e_15_1	160238	33	0.878787879	lower	19	5/9/17 0:00	29	0.99324	0.4251	0.0234	1.9224	0.0064	0.2388	0.0955	0.0017	0.0048	0.52217	0.003	4.9825	7.685	19.985	16.809	1.381807458	0.736695576	-0.67622454	0.67622454	3760.104167	58468.54167	76860.47917	129649.976	36304.16667	356700.625	517050.9375	937997.4329	150583.3333	1244143.174	2330761.924	4675385.795	18.09313774	247.847121	673.8848963	1003.721311	59.11375046	548.5164909	1157.676284	2206.714454	2.646258503	39.37572301	77.53466817	122.4556139	0	6.8	11	27.05	190647.6042	1659312.34	2924673.34	5743033.204	37.80013	-76.17466
SB050817TAWCSCB61D11BR1TR1I345	CB6.1	5/8/17	11		ODU	e_15_1	78924	12	0.833333333	lower	19	5/8/17 0:00	10	0.51844	0.30505	0.0174	4.539	0.0033	0.20195	0.02425	0.0012	0.00225	0.523535	0.0026	6.673333333	7.933333333	19.10333333	17.61166667	1.380005708	0.728993177	-0.684520963	0.684520963	5078.958333	55968.54167	75261	126449.7677	54852.08333	328647.6042	503862.3958	907511.912	172872.3404	1193745.257	2353303.59	4573983.712	16.00318372	254.4852749	669.3356075	995.5998467		504.5495882	1149.891891	2166.022939	2.850340136	37.30190685	79.13926877	120.4205462	0	6.8	11	27.05	232803.3821	1578361.403	2932426.986	5607945.391	37.58847	-76.16216
SB050817TAWCSCB62D9BR1TR1I337	CB6.2	5/8/17	1		ODU	e_15_1	171807	10	0.15	upper	19	5/8/17 0:00	1.5	0.332	0.3188	0.0165	7.0488	0.0053	0.2069	0.0038	0.0002	0.0001	0.84094	0.001	9.235	8.21	17.755	17.783	1.379758371	0.72792851	-0.685653035	0.685653035	5078.958333	55968.54167	75261	126449.7677	54852.08333	328647.6042	503862.3958	907511.912	172872.3404	1193745.257	2353303.59	4573983.712	16.00318372	254.4852749	669.3356075	995.5998467		504.5495882	1149.891891	2166.022939	2.850340136	37.30190685	79.13926877	120.4205462	0	6.8	11	27.05	232803.3821	1578361.403	2932426.986	5607945.391	37.4868	-76.15633
SB050817TAWCSCB62D9BR1TR1I346	CB6.2	5/8/17	9		ODU	e_15_1	171999	10	0.85	lower	19	5/8/17 0:00	8.5	0.801	0.3503	0.0265	3.3108	0.0055	0.21	0.0087	0.0003	0.0016	0.86465	0.001	7.705	8.03	18.525	17.414	1.379758371	0.72792851	-0.685653035	0.685653035	5078.958333	55968.54167	75261	126449.7677	54852.08333	328647.6042	503862.3958	907511.912	172872.3404	1193745.257	2353303.59	4573983.712	16.00318372	254.4852749	669.3356075	995.5998467		504.5495882	1149.891891	2166.022939	2.850340136	37.30190685	79.13926877	120.4205462	0	6.8	11	27.05	232803.3821	1578361.403	2932426.986	5607945.391	37.4868	-76.15633
SB050817TAWCSCB63D10BR1TR1I338	CB6.3	5/8/17	1		ODU	e_15_1	497889	12	0.125	upper	19	5/9/17 0:00	1.5	0.8544	0.3336	0.023	8.1168	0.0069	0.2051	0.0038	0.0002	0.0001	0.95154	0.0013	9.245	8.25	18.78	18.246	1.382578006	0.739960868	-0.67264992	0.67264992	3760.104167	58468.54167	76860.47917	129649.976	36304.16667	356700.625	517050.9375	937997.4329	150583.3333	1244143.174	2330761.924	4675385.795	18.09313774	247.847121	673.8848963	1003.721311	59.11375046	548.5164909	1157.676284	2206.714454	2.646258503	39.37572301	77.53466817	122.4556139	0	6.8	11	27.05	190647.6042	1659312.34	2924673.34	5743033.204	37.41153	-76.15966
SB050817TAWCSCB63D10BR2TR1I347	CB6.3	5/8/17	10		ODU	e_15_1	66490	12	0.833333333	lower	19	5/9/17 0:00	10	1.61268	0.3655	0.0284	5.34	0.0066	0.2	0.0092	0.0003	0.0009	1.03616	0.0013	7.46	8.05	20.18	17.49433333	1.382578006	0.739960868	-0.67264992	0.67264992	3760.104167	58468.54167	76860.47917	129649.976	36304.16667	356700.625	517050.9375	937997.4329	150583.3333	1244143.174	2330761.924	4675385.795	18.09313774	247.847121	673.8848963	1003.721311	59.11375046	548.5164909	1157.676284	2206.714454	2.646258503	39.37572301	77.53466817	122.4556139	0	6.8	11	27.05	190647.6042	1659312.34	2924673.34	5743033.204	37.41153	-76.15966
SB050817TAWCSCB71D20BR1TR1I340	CB7.1	5/8/17	1		ODU	e_15_1	134998	22	0.068181818	upper	19	5/9/17 0:00	1.5	0.5874	0.3376	0.0188	8.01	0.0061	0.2159	0.0038	0.0002	0.0001	0.81851	0.0009	8.705	8.135	18.605	18.3015	1.382366819	0.739067658	-0.673631202	0.673631202	3760.104167	58468.54167	76860.47917	129649.976	36304.16667	356700.625	517050.9375	937997.4329	150583.3333	1244143.174	2330761.924	4675385.795	18.09313774	247.847121	673.8848963	1003.721311	59.11375046	548.5164909	1157.676284	2206.714454	2.646258503	39.37572301	77.53466817	122.4556139	0	6.8	11	27.05	190647.6042	1659312.34	2924673.34	5743033.204	37.68346	-75.98966
SB050817TAWCSCB71D20BR2TR1I349	CB7.1	5/8/17	20		ODU	e_15_1	163318	22	0.863636364	lower	19	5/9/17 0:00	19	1.1748	0.3127	0.0197	4.0584	0.00555	0.2	0.0153	0.0006	0.0012	0.53139	0.0009	6.953333333	7.98	19.46	17.756	1.382366819	0.739067658	-0.673631202	0.673631202	3760.104167	58468.54167	76860.47917	129649.976	36304.16667	356700.625	517050.9375	937997.4329	150583.3333	1244143.174	2330761.924	4675385.795	18.09313774	247.847121	673.8848963	1003.721311	59.11375046	548.5164909	1157.676284	2206.714454	2.646258503	39.37572301	77.53466817	122.4556139	0	6.8	11	27.05	190647.6042	1659312.34	2924673.34	5743033.204	37.68346	-75.98966
SB050817TAWCSCB72D20BR1TR1I341	CB7.2	5/8/17	1		ODU	e_15_1	102772	19	0.078947368	upper	19	5/8/17 0:00	1.5	0.332	0.327	0.0192	7.1556	0.0047	0.1983	0.0038	0.0004	-0.0001	0.90359	0.0022	8.96	8.175	19.355	17.9415	1.379655632	0.727485747	-0.686122794	0.686122794	5078.958333	55968.54167	75261	126449.7677	54852.08333	328647.6042	503862.3958	907511.912	172872.3404	1193745.257	2353303.59	4573983.712	16.00318372	254.4852749	669.3356075	995.5998467		504.5495882	1149.891891	2166.022939	2.850340136	37.30190685	79.13926877	120.4205462	0	6.8	11	27.05	232803.3821	1578361.403	2932426.986	5607945.391	37.41153	-76.07966
SB050817TAWCSCB72D20BR1TR1I350	CB7.2	5/8/17	20		ODU	e_15_1	89339	19	0.859649123	lower	19	5/8/17 0:00	16.33333333	1.39908	0.2617	0.0331	1.8156	0.0058	0.14	0.0396	0.0003	0.0011	0.56679	0.0089	6.62	7.95	26.89333333	17.33166667	1.379655632	0.727485747	-0.686122794	0.686122794	5078.958333	55968.54167	75261	126449.7677	54852.08333	328647.6042	503862.3958	907511.912	172872.3404	1193745.257	2353303.59	4573983.712	16.00318372	254.4852749	669.3356075	995.5998467		504.5495882	1149.891891	2166.022939	2.850340136	37.30190685	79.13926877	120.4205462	0	6.8	11	27.05	232803.3821	1578361.403	2932426.986	5607945.391	37.41153	-76.07966
SB050817TAWCSCB73D12BR1TR1I342	CB7.3	5/8/17	1		ODU	e_15_1	55478	13	0.115384615	upper	19	5/8/17 0:00	1.5	0.36312	0.2664	0.0182	3.5244	0.0046	0.17645	0.0038	0.0002	0.0001	0.58494	0.0025	8.37	8.05	23.32	17.7555	1.379316971	0.726024123	-0.687669232	0.687669232	5078.958333	55968.54167	75261	126449.7677	54852.08333	328647.6042	503862.3958	907511.912	172872.3404	1193745.257	2353303.59	4573983.712	16.00318372	254.4852749	669.3356075	995.5998467		504.5495882	1149.891891	2166.022939	2.850340136	37.30190685	79.13926877	120.4205462	0	6.8	11	27.05	232803.3821	1578361.403	2932426.986	5607945.391	37.11681	-76.12521
SB050817TAWCSCB73D12BR1TR1I351	CB7.3	5/8/17	12		ODU	e_15_1	159841	13	0.846153846	lower	19	5/8/17 0:00	11	0.45924	0.2639	0.0225	3.9516	0.007	0.17135	0.0038	0.0003	0	0.52387	0.0025	7.533333333	8.01	25.26333333	17.47466667	1.379316971	0.726024123	-0.687669232	0.687669232	5078.958333	55968.54167	75261	126449.7677	54852.08333	328647.6042	503862.3958	907511.912	172872.3404	1193745.257	2353303.59	4573983.712	16.00318372	254.4852749	669.3356075	995.5998467		504.5495882	1149.891891	2166.022939	2.850340136	37.30190685	79.13926877	120.4205462	0	6.8	11	27.05	232803.3821	1578361.403	2932426.986	5607945.391	37.11681	-76.12521
SB060517TAWCSCB33CD5BR1TR1I354	CB3.3C	6/5/17	1		DNR	e_15_1	74259	25.5	0.045751634	upper	20	6/7/17 0:00	1.166666667	4.144	0.812	0.0344	18.583	0.0039	0.239	0.06	0.0062	0.1848	1.69	0.0049	8.866666667	8.3	5.88	21.2	1.461902588	0.971486799	-0.23709365	0.23709365	1709.166667	68708.64583	121801.25	197062.25	8571.041667	290559.2314	673058.0855	1176920.481	38193.75	628945.8333	1575947.917	3929251.507	13.3406367	224.635779	495.2066968	1164.542304		567.331625	1134.920527	2284.812418	11.61494253	64.82275085	111.0914884	190.2307572	0	7.02	12.72	23.72	48473.95833	988213.7105	2370807.252	5303234.238	38.99596	-76.35967
SB060517TAWCSCB33CD24BR1TR1I359	CB3.3C	6/5/17	24		DNR	e_15_1	118220	25.5	0.888888889	lower	20	6/7/17 0:00	22.66666667	0.74	0.70505	0.03145	0.62	0.0107	0.3259	0.2905	0.00505	0.02855	0.3205	0.01165	0.516666667	7.1	16.56333333	17.2	1.461902588	0.971486799	-0.23709365	0.23709365	1709.166667	68708.64583	121801.25	197062.25	8571.041667	290559.2314	673058.0855	1176920.481	38193.75	628945.8333	1575947.917	3929251.507	13.3406367	224.635779	495.2066968	1164.542304		567.331625	1134.920527	2284.812418	11.61494253	64.82275085	111.0914884	190.2307572	0	7.02	12.72	23.72	48473.95833	988213.7105	2370807.252	5303234.238	38.99596	-76.35967
